iteration,best_loss,loss,loss_oe,loss_prompt,loss_softmax
10,1.2266228,"[1.5011834 1.4202708 1.6487725 1.4882551 1.6201469 1.4724498 1.6123822
 1.7802796 1.4275577 1.8259742 1.3910978 1.643469  1.4877014 1.4432495
 1.8278288 1.3716781]","[0.74700356 0.7452125  0.74776626 0.74854    0.74821836 0.73806334
 0.746791   0.73914444 0.7459608  0.7430876  0.74383956 0.747362
 0.747828   0.7452425  0.7478272  0.7392578 ]","[-0.21234451 -0.21176232 -0.20952223 -0.21263249 -0.20913938 -0.20902896
 -0.21074536 -0.20921949 -0.21150798 -0.20918345 -0.21221754 -0.20892946
 -0.2149243  -0.21122012 -0.21011798 -0.2119121 ]","[1.7135279 1.6320331 1.8582947 1.7008877 1.8292862 1.6814787 1.8231275
 1.9894991 1.6390657 2.0351577 1.6033154 1.8523984 1.7026258 1.6544696
 2.0379467 1.5835903]"
11,1.2266228,"[1.5708126 1.3741634 1.7679749 1.591335  1.6434039 1.6862414 1.5885062
 1.5540936 1.5829649 1.5484324 1.4360491 1.5594795 1.9141634 1.6619365
 1.6608346 1.6621971]","[0.7462877  0.74599487 0.7431015  0.7491209  0.7478528  0.74779475
 0.7490639  0.74640703 0.7466766  0.74762803 0.7473079  0.7491561
 0.7451589  0.7478579  0.74660677 0.7487792 ]","[-0.20989595 -0.21353918 -0.21022707 -0.2132935  -0.21177661 -0.21032071
 -0.21431129 -0.20958298 -0.21124026 -0.20808074 -0.21435894 -0.21440002
 -0.20748208 -0.21099079 -0.21028142 -0.21196847]","[1.7807086 1.5877025 1.9782019 1.8046286 1.8551805 1.8965621 1.8028175
 1.7636765 1.7942052 1.7565131 1.650408  1.7738795 2.1216455 1.8729273
 1.8711159 1.8741655]"
12,1.2266228,"[1.6201944 1.5177135 1.6196094 1.642026  1.6462288 1.508126  1.4017472
 1.5946801 1.4904197 1.5749716 1.6951474 1.5905137 1.648014  1.5550569
 1.5942662 1.4110401]","[0.746198   0.7488009  0.74942225 0.7491029  0.7488073  0.7487814
 0.7469674  0.74882656 0.741503   0.74935555 0.74760115 0.74867684
 0.7482123  0.7489697  0.74915135 0.7479313 ]","[-0.20910975 -0.21336073 -0.21159741 -0.21159452 -0.21500076 -0.2130849
 -0.21158725 -0.21135128 -0.21682298 -0.21400607 -0.20682205 -0.20906946
 -0.20861042 -0.21356042 -0.21050948 -0.21333499]","[1.8293042 1.7310743 1.8312068 1.8536205 1.8612295 1.721211  1.6133344
 1.8060313 1.7072427 1.7889776 1.9019694 1.7995832 1.8566244 1.7686174
 1.8047757 1.6243751]"
13,1.2266228,"[1.5963135 1.5564171 1.4535682 1.3934036 1.4110048 1.5939866 1.4848704
 1.4763032 1.5800115 1.8369944 1.6093223 1.3828719 1.5954796 1.5889139
 1.5507725 1.4716319]","[0.74936837 0.7485839  0.74811685 0.74090624 0.74148476 0.74857485
 0.7455184  0.74801785 0.74877274 0.74658155 0.7492842  0.746454
 0.7489106  0.74918824 0.7457994  0.74817145]","[-0.21093073 -0.21338    -0.21119902 -0.21188423 -0.21215513 -0.21264794
 -0.21087642 -0.21438327 -0.21489295 -0.2025435  -0.21140933 -0.21192992
 -0.21327911 -0.21374947 -0.20981412 -0.20995703]","[1.8072442 1.7697971 1.6647673 1.6052879 1.6231599 1.8066345 1.6957469
 1.6906865 1.7949045 2.039538  1.8207316 1.5948018 1.8087587 1.8026634
 1.7605866 1.6815889]"
14,1.2266228,"[1.5181795 1.4269489 1.5296935 1.4845029 1.3592832 1.4977299 1.5345707
 1.6849009 1.274837  1.2971753 1.4588813 1.3972882 1.3592769 1.5777799
 1.5139526 1.4471484]","[0.74737656 0.7454845  0.7488838  0.74732757 0.7453156  0.74732196
 0.74886507 0.74828106 0.73543864 0.74262977 0.74371064 0.74457324
 0.74413013 0.7489201  0.7464201  0.74733907]","[-0.2150708  -0.2133845  -0.21531118 -0.2118736  -0.2140525  -0.21013847
 -0.21420747 -0.20482549 -0.2120039  -0.21444222 -0.21268357 -0.21238145
 -0.21422902 -0.21196845 -0.20997813 -0.21123852]","[1.7332504 1.6403334 1.7450047 1.6963766 1.5733358 1.7078683 1.7487781
 1.8897264 1.486841  1.5116175 1.6715648 1.6096697 1.5735059 1.7897483
 1.7239307 1.658387 ]"
15,1.2266228,"[1.522432  1.5404747 1.3901622 1.5038772 1.5462341 1.5300869 1.4607836
 1.5688329 1.5706825 1.586589  1.6838341 1.5651803 1.5793345 1.4428368
 1.3444313 1.6174792]","[0.74227476 0.74828225 0.7433695  0.7330857  0.74475676 0.7470691
 0.7480731  0.7468585  0.74741644 0.7464807  0.7472691  0.7475355
 0.7436048  0.7452679  0.7339369  0.74214137]","[-0.21258767 -0.21156168 -0.2149988  -0.20950577 -0.21513563 -0.2114909
 -0.21379502 -0.20954293 -0.21036434 -0.20911814 -0.20824578 -0.20921524
 -0.20976108 -0.21239306 -0.211898   -0.21573126]","[1.7350197 1.7520363 1.6051611 1.713383  1.7613697 1.7415777 1.6745787
 1.7783759 1.7810469 1.7957071 1.8920798 1.7743956 1.7890956 1.6552298
 1.5563293 1.8332105]"
16,1.2266228,"[1.8380721 1.5656583 1.6393846 1.3704759 1.4256481 1.5723836 1.7593801
 1.7682254 1.4363564 1.4756361 1.5838982 1.6477934 1.5822401 1.4612571
 1.4735305 1.5431534]","[0.74512756 0.74215305 0.74775535 0.74195695 0.74725693 0.7484865
 0.7459354  0.74674755 0.73940676 0.7412691  0.74599546 0.7463831
 0.7461745  0.74439085 0.74414945 0.74556255]","[-0.21284562 -0.2122516  -0.20999064 -0.2125627  -0.21297964 -0.21314563
 -0.20637518 -0.20768884 -0.21245563 -0.21364756 -0.20893998 -0.21129812
 -0.21001911 -0.21476504 -0.21201867 -0.20717572]","[2.0509176 1.77791   1.8493752 1.5830386 1.6386278 1.7855293 1.9657553
 1.9759142 1.648812  1.6892837 1.7928382 1.8590915 1.7922592 1.6760222
 1.6855493 1.7503291]"
17,1.2266228,"[1.575311  1.2564244 1.3987782 1.4644438 1.5453634 1.5828972 1.8833156
 1.5609674 1.414806  1.3448985 1.2836185 1.5937526 1.3615834 1.6908494
 1.5611185 1.5338902]","[0.74669576 0.7438126  0.74537086 0.74399835 0.74808097 0.7437048
 0.7462545  0.74536055 0.7440679  0.7410238  0.7443683  0.7444991
 0.74246275 0.74448675 0.7403559  0.74637496]","[-0.2137498  -0.21538912 -0.21477336 -0.21169767 -0.21233922 -0.21186838
 -0.20323114 -0.20837402 -0.21373601 -0.21227083 -0.21528575 -0.20995913
 -0.21636586 -0.20654595 -0.20985882 -0.2113497 ]","[1.7890607 1.4718136 1.6135515 1.6761415 1.7577026 1.7947656 2.0865467
 1.7693415 1.6285421 1.5571693 1.4989042 1.8037118 1.5779492 1.8973954
 1.7709773 1.74524  ]"
18,1.2266228,"[1.5784659 1.7340183 1.6149251 1.4757135 1.4812844 1.625659  1.4944991
 1.512792  1.3669943 1.5748807 1.3081368 2.1299086 1.5483671 1.3866984
 1.597229  1.8855505]","[0.74341226 0.7463121  0.74338996 0.74217    0.74490064 0.7443959
 0.7395481  0.74761313 0.7432397  0.7388174  0.74569374 0.7056023
 0.7424814  0.7437439  0.7437627  0.7425885 ]","[-0.21304232 -0.21279083 -0.21660154 -0.21334535 -0.21425903 -0.20889252
 -0.20927776 -0.21871698 -0.21312937 -0.2152082  -0.2134296  -0.20355237
 -0.21675381 -0.2168797  -0.21598381 -0.20851608]","[1.7915083 1.9468092 1.8315266 1.6890588 1.6955434 1.8345516 1.7037768
 1.731509  1.5801237 1.7900889 1.5215664 2.3334608 1.765121  1.6035781
 1.8132129 2.0940666]"
19,1.2266228,"[1.8019495 1.5697546 1.5780435 1.6747558 1.5376004 1.4413513 1.7016563
 1.4307368 1.7637318 1.6334276 1.6080196 1.4928646 1.4283074 1.6870315
 1.9729432 1.7978933]","[0.73727745 0.74709845 0.74310076 0.7465697  0.7465267  0.74069715
 0.73689765 0.74300593 0.7434598  0.74009013 0.7433177  0.74403393
 0.7443663  0.7438437  0.73965573 0.74356884]","[-0.2105188  -0.21095149 -0.21160477 -0.21779567 -0.2125474  -0.21508448
 -0.2119791  -0.21455099 -0.21038735 -0.21094365 -0.21091302 -0.21149582
 -0.21234877 -0.21256012 -0.21270907 -0.20571402]","[2.0124683 1.780706  1.7896482 1.8925514 1.7501478 1.6564357 1.9136355
 1.6452878 1.9741192 1.8443713 1.8189327 1.7043605 1.6406562 1.8995917
 2.1856523 2.0036073]"
20,1.2266228,"[1.7330046 1.3856249 1.263961  1.4388819 1.2927303 1.495395  1.6970229
 1.4530059 1.8089503 1.6694965 1.3382313 1.5660462 1.2836647 1.5376022
 1.6042002 1.4554733]","[0.7414597  0.74631834 0.7416019  0.7432098  0.74513793 0.7454888
 0.7336661  0.743771   0.7369703  0.74824    0.74312663 0.7463392
 0.7447052  0.745332   0.74473125 0.7412397 ]","[-0.21554798 -0.21299225 -0.21981405 -0.20857596 -0.21611333 -0.21336775
 -0.2134328  -0.21119133 -0.20661461 -0.20863801 -0.21309382 -0.21114585
 -0.21396393 -0.2118469  -0.21471103 -0.2145069 ]","[1.9485526 1.5986171 1.483775  1.6474578 1.5088437 1.7087626 1.9104557
 1.6641972 2.015565  1.8781345 1.5513252 1.7771921 1.4976287 1.7494491
 1.8189113 1.6699802]"
21,1.2266228,"[1.4713427 1.6341777 1.589392  1.5673702 1.4306537 1.6850369 1.7260597
 1.56171   1.6087444 1.8840883 1.3690755 1.6213872 1.5850798 1.6099885
 1.7561445 1.3929093]","[0.7409958  0.7472971  0.7452792  0.7468925  0.74303204 0.7471366
 0.7442134  0.74662805 0.7478781  0.74597436 0.7391909  0.74225426
 0.74474204 0.7465707  0.74607027 0.73831093]","[-0.21422641 -0.21130627 -0.2103837  -0.20994177 -0.21354513 -0.20955345
 -0.21005446 -0.21032302 -0.20972875 -0.20611167 -0.21145035 -0.21035427
 -0.21063425 -0.20958127 -0.2043946  -0.21223234]","[1.685569  1.845484  1.7997756 1.7773119 1.6441988 1.8945904 1.9361142
 1.772033  1.8184731 2.0902    1.5805259 1.8317415 1.795714  1.8195697
 1.9605391 1.6051416]"
22,1.2266228,"[1.565104  2.0798943 1.6413937 1.666291  1.353835  1.4822245 1.7523861
 1.8685839 1.5611782 1.3460871 1.4538718 1.5959961 1.5865855 1.433337
 1.6749489 1.5229751]","[0.7445576  0.7431502  0.74513775 0.7325051  0.7417774  0.73694086
 0.7469232  0.738357   0.73960316 0.7393725  0.74238145 0.74837625
 0.7397838  0.74526936 0.74712867 0.7431042 ]","[-0.2141915  -0.20369205 -0.21319811 -0.21071042 -0.2132316  -0.21073009
 -0.2167521  -0.21258014 -0.21668382 -0.21669486 -0.2139417  -0.21220809
 -0.21192431 -0.21359298 -0.20605762 -0.21354972]","[1.7792954 2.2835863 1.8545917 1.8770014 1.5670666 1.6929545 1.9691381
 2.0811641 1.7778621 1.5627819 1.6678135 1.8082043 1.7985098 1.64693
 1.8810066 1.7365248]"
23,1.2266228,"[1.4204185 1.5071415 1.7508769 1.4673835 1.6774046 1.7589878 1.738119
 1.564954  1.4880701 1.5822256 1.6065482 1.7320676 1.8234822 1.5352004
 1.5127498 1.6577655]","[0.7448131  0.7432492  0.7371466  0.73694944 0.74048835 0.7471602
 0.74300724 0.7429185  0.744031   0.7471751  0.7405523  0.74312305
 0.74716544 0.74376816 0.74518    0.73983544]","[-0.20792702 -0.21225432 -0.21114844 -0.21326613 -0.20739792 -0.20478597
 -0.20967044 -0.21849008 -0.21109685 -0.21170253 -0.20927279 -0.2109728
 -0.20960295 -0.21260865 -0.21535432 -0.21227837]","[1.6283455 1.7193958 1.9620254 1.6806496 1.8848026 1.9637737 1.9477894
 1.7834442 1.699167  1.7939281 1.8158209 1.9430404 2.033085  1.747809
 1.7281041 1.8700439]"
24,1.2266228,"[1.7857566 1.5600353 1.5925788 1.7976149 1.6060385 1.4769361 1.4245409
 1.5732362 1.9800279 2.0321789 1.4390512 1.5668532 1.6216013 1.4206631
 1.683708  1.4718286]","[0.7412286  0.74699813 0.74741775 0.74180514 0.7479286  0.7431893
 0.7380394  0.7438694  0.744997   0.74095404 0.7401458  0.7485497
 0.747303   0.7400636  0.7473351  0.74368095]","[-0.21220392 -0.21221912 -0.21024896 -0.2102092  -0.2101942  -0.21296357
 -0.21718252 -0.2154245  -0.20696038 -0.20241545 -0.21180826 -0.21305242
 -0.21260439 -0.21138042 -0.21071167 -0.21239625]","[1.9979606 1.7722545 1.8028277 2.0078242 1.8162327 1.6898997 1.6417234
 1.7886608 2.1869884 2.2345943 1.6508595 1.7799056 1.8342057 1.6320436
 1.8944197 1.6842248]"
25,1.2266228,"[1.4722643 2.5577588 1.5003726 1.5232286 1.4880495 1.4276272 1.8067781
 1.7013628 1.5390881 1.729796  1.5305176 1.7574947 1.6226699 1.5684905
 1.6864619 1.5894625]","[0.7431803  0.73026025 0.7391627  0.7401066  0.74639976 0.7433972
 0.73982334 0.7386082  0.7397109  0.7410692  0.74654555 0.746084
 0.7409104  0.7446246  0.7435188  0.7452023 ]","[-0.2137242  -0.20386392 -0.21158697 -0.21107498 -0.21022911 -0.21309592
 -0.21175896 -0.21114129 -0.21293975 -0.21124697 -0.210711   -0.21466273
 -0.21824616 -0.21751037 -0.20931071 -0.21069217]","[1.6859885 2.7616227 1.7119596 1.7343036 1.6982787 1.6407231 2.018537
 1.9125042 1.7520279 1.941043  1.7412286 1.9721575 1.840916  1.7860008
 1.8957726 1.8001547]"
26,1.2266228,"[1.6493586 1.4964967 1.7180283 1.4788514 1.4875166 1.5639173 1.8121324
 1.6843159 1.5587648 1.6043684 1.5832415 1.4635667 1.7996382 1.5875033
 1.5753189 1.8176801]","[0.7479776  0.7454734  0.73784006 0.7365122  0.7394341  0.74683815
 0.73769397 0.74774396 0.7348795  0.7429666  0.7397888  0.737308
 0.7438772  0.7392065  0.74630094 0.74541163]","[-0.2113265  -0.21219309 -0.21190141 -0.21366341 -0.21494217 -0.2139219
 -0.20797943 -0.21181983 -0.21410163 -0.20942856 -0.2118549  -0.21163829
 -0.20717776 -0.21272524 -0.21014032 -0.20998451]","[1.8606851 1.7086898 1.9299297 1.6925149 1.7024589 1.7778392 2.0201118
 1.8961358 1.7728665 1.813797  1.7950964 1.675205  2.006816  1.8002286
 1.7854593 2.0276647]"
27,1.2266228,"[1.4723082 1.4456729 1.7707181 1.880904  1.711741  1.447768  1.244727
 1.7011764 1.8944334 1.5861616 1.7247915 1.5625981 1.7488793 1.402004
 1.4846843 1.4947834]","[0.74497515 0.7432534  0.74535215 0.73884875 0.7433189  0.74554133
 0.74337935 0.7410021  0.74312854 0.74189687 0.74493146 0.74323416
 0.7405569  0.74152386 0.7462941  0.73872584]","[-0.21268421 -0.21184324 -0.2105816  -0.2093132  -0.20762944 -0.21122743
 -0.22076027 -0.21566421 -0.20814028 -0.20916153 -0.2132869  -0.21030292
 -0.20748135 -0.21230553 -0.22163424 -0.21399686]","[1.6849923 1.6575161 1.9812996 2.090217  1.9193704 1.6589954 1.4654872
 1.9168406 2.1025736 1.7953231 1.9380784 1.772901  1.9563607 1.6143095
 1.7063186 1.7087803]"
28,1.2094198,"[1.8251846 1.2094198 1.6494145 1.7109721 1.494473  1.499785  1.612134
 1.6387817 1.5049771 1.5915828 2.0252755 1.4994714 1.5362836 1.571173
 1.492686  1.4955862]","[0.7444792  0.7418938  0.7446307  0.7453971  0.74180907 0.7454569
 0.7426555  0.745276   0.74184376 0.7389784  0.7460058  0.74560225
 0.7439911  0.7448317  0.7435632  0.74274945]","[-0.21150237 -0.22209278 -0.21501526 -0.20975584 -0.21258144 -0.21179806
 -0.21820733 -0.20896564 -0.21299396 -0.21250044 -0.19474164 -0.21245393
 -0.21184528 -0.21200466 -0.20539276 -0.21127354]","[2.036687  1.4315126 1.8644298 1.9207278 1.7070544 1.711583  1.8303413
 1.8477473 1.7179711 1.8040832 2.2200172 1.7119254 1.7481289 1.7831776
 1.6980788 1.7068597]"
29,1.2094198,"[2.08034   1.7749571 1.458891  2.3610666 1.2933426 1.5129786 1.5624318
 1.5567524 1.57062   1.536653  1.4536073 1.9509883 1.8623961 1.5011896
 1.60882   1.6288991]","[0.73645043 0.74508834 0.741639   0.7396583  0.7427738  0.74247193
 0.74195343 0.7460295  0.7473028  0.7427225  0.7471783  0.7448881
 0.7405305  0.74127066 0.7406459  0.74485177]","[-0.20757814 -0.21275458 -0.2112583  -0.20129132 -0.21426171 -0.21631914
 -0.21161225 -0.20495637 -0.21058215 -0.21285215 -0.21388482 -0.20880745
 -0.2050115  -0.21185295 -0.2175245  -0.21066496]","[2.287918  1.9877117 1.6701493 2.562358  1.5076044 1.7292976 1.774044
 1.7617089 1.7812021 1.7495052 1.6674922 2.1597958 2.0674076 1.7130425
 1.8263445 1.8395641]"
30,1.2094198,"[1.4891433 2.3234544 1.5447067 2.1712513 1.4778793 1.7548244 1.8532263
 1.8996716 1.755306  1.4747629 1.5143472 1.5274379 1.9176717 1.5150925
 1.7228411 1.7720791]","[0.7419226  0.7355264  0.7408261  0.7455438  0.74238914 0.74114287
 0.746554   0.7390419  0.7485333  0.74177337 0.74375665 0.74146783
 0.73327345 0.7464317  0.73837036 0.7446773 ]","[-0.21645083 -0.20575438 -0.213856   -0.20856225 -0.21282013 -0.21298407
 -0.2086412  -0.2011053  -0.21190143 -0.21306255 -0.21423754 -0.21150154
 -0.20950323 -0.21213467 -0.21467231 -0.21146026]","[1.7055941 2.5292087 1.7585627 2.3798134 1.6906995 1.9678085 2.0618675
 2.100777  1.9672074 1.6878254 1.7285848 1.7389395 2.1271749 1.7272272
 1.9375135 1.9835393]"
31,1.2094198,"[1.4997114 1.4644008 1.5635376 1.6182985 1.712297  1.5055957 1.7067502
 1.536555  1.830947  1.7446691 1.5788323 1.6969732 1.8226906 1.2423956
 1.5831374 1.466053 ]","[0.7427883  0.74712694 0.7464452  0.7457787  0.7451974  0.7418587
 0.74016154 0.74199927 0.7437523  0.7453495  0.7386184  0.74831426
 0.7435608  0.7438083  0.74487936 0.7395313 ]","[-0.21473524 -0.2115137  -0.21154043 -0.2095296  -0.20269871 -0.21279138
 -0.2146768  -0.21370608 -0.20688646 -0.2069095  -0.21002273 -0.2083379
 -0.21242347 -0.21803913 -0.21205673 -0.21690014]","[1.7144467 1.6759145 1.775078  1.8278282 1.9149957 1.7183871 1.921427
 1.7502611 2.0378335 1.9515786 1.788855  1.9053111 2.035114  1.4604348
 1.7951941 1.6829531]"
