iteration,best_loss,loss,loss_oe,loss_prompt,loss_softmax
10,0.18397757,"[0.8328191  0.18397757 0.93218964 0.8328191  0.8328191  1.2891947
 0.30721605 0.8328191  0.8328191  0.8328191  0.88621444 0.7948258
 0.8328191  1.261769   0.90041155 0.7206716 ]","[0.4999999  0.46013764 0.4784073  0.4999999  0.4999999  0.352688
 0.49180272 0.4999999  0.4999999  0.4999999  0.49917313 0.49396643
 0.4999999  0.36510345 0.48612583 0.49286836]","[-0.22734477 -0.2307696  -0.22043425 -0.22734477 -0.22734477 -0.21258758
 -0.2112341  -0.22734477 -0.22734477 -0.22734477 -0.2342549  -0.22903658
 -0.22734477 -0.21546273 -0.21780878 -0.22963159]","[1.0601639  0.41474718 1.1526239  1.0601639  1.0601639  1.5017823
 0.51845014 1.0601639  1.0601639  1.0601639  1.1204693  1.0238624
 1.0601639  1.4772317  1.1182203  0.9503032 ]"
11,0.18397757,"[0.9883124  0.8328191  1.1916261  0.8328191  1.1081439  0.8328191
 0.8328191  0.8328191  0.8328191  0.8328191  0.8328191  0.8328191
 0.8328191  0.79412913 0.9069338  1.9019772 ]","[0.49287382 0.4999999  0.3786948  0.4999999  0.48944512 0.4999999
 0.4999999  0.4999999  0.4999999  0.4999999  0.4999999  0.4999999
 0.4999999  0.49442142 0.49469888 0.47558367]","[-0.22847693 -0.22734477 -0.21921974 -0.22734477 -0.20217924 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.23144773 -0.22878838 -0.20687787]","[1.2167894 1.0601639 1.4108458 1.0601639 1.3103231 1.0601639 1.0601639
 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0255768
 1.1357222 2.108855 ]"
12,0.18397757,"[0.47445154 0.8328191  0.41587374 0.59718204 0.8328191  1.8075943
 0.8328191  0.8328191  0.8328191  0.8328191  0.7976558  1.6937529
 0.9603925  0.9815448  1.1201531  0.8328191 ]","[0.48274466 0.4999999  0.48991096 0.49979916 0.4999999  0.42356828
 0.4999999  0.4999999  0.4999999  0.4999999  0.36239153 0.4666626
 0.35156974 0.4761752  0.46141994 0.4999999 ]","[-0.2360313  -0.22734477 -0.22958836 -0.22064173 -0.22734477 -0.2070908
 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22559997 -0.20176966
 -0.21892191 -0.21570235 -0.21375406 -0.22734477]","[0.71048284 1.0601639  0.6454621  0.81782377 1.0601639  2.0146852
 1.0601639  1.0601639  1.0601639  1.0601639  1.0232558  1.8955226
 1.1793144  1.1972471  1.3339071  1.0601639 ]"
13,0.18397757,"[0.8328191  0.8328191  0.62296057 0.47616488 0.8328191  0.8328191
 0.8328191  0.8328191  0.8328191  1.2218739  0.8328191  0.7960851
 1.0302968  0.8328191  0.8328191  0.8328191 ]","[0.4999999  0.4999999  0.49111885 0.49642703 0.4999999  0.4999999
 0.4999999  0.4999999  0.4999999  0.43759632 0.4999999  0.37264773
 0.49854752 0.4999999  0.4999999  0.4999999 ]","[-0.22734477 -0.22734477 -0.23390082 -0.231345   -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.20361161 -0.22734477 -0.2283907
 -0.23200399 -0.22734477 -0.22734477 -0.22734477]","[1.0601639  1.0601639  0.85686135 0.7075099  1.0601639  1.0601639
 1.0601639  1.0601639  1.0601639  1.4254855  1.0601639  1.0244758
 1.2623007  1.0601639  1.0601639  1.0601639 ]"
14,0.18397757,"[1.324341   1.2333965  1.4984633  1.0633724  0.8328191  0.8328191
 0.8328191  1.237724   0.8328191  0.8328191  0.8328191  1.3450257
 0.5299841  0.8784552  0.8328191  0.87772596]","[0.4893944  0.44246855 0.34610972 0.49166274 0.4999999  0.4999999
 0.4999999  0.48393878 0.4999999  0.4999999  0.4999999  0.46864256
 0.48630357 0.4947509  0.4999999  0.47843158]","[-0.21024033 -0.21263883 -0.20787612 -0.20093042 -0.22734477 -0.22734477
 -0.22734477 -0.211013   -0.22734477 -0.22734477 -0.22734477 -0.21653213
 -0.21528062 -0.19620688 -0.22734477 -0.22917126]","[1.5345814  1.4460354  1.7063394  1.2643027  1.0601639  1.0601639
 1.0601639  1.4487369  1.0601639  1.0601639  1.0601639  1.5615578
 0.74526477 1.0746621  1.0601639  1.1068972 ]"
15,0.18397757,"[1.0435792  0.8328191  0.8328191  0.6605897  0.8328191  0.7782639
 1.2993665  0.8328191  1.2515756  0.7827209  0.8328191  0.8328191
 1.3733685  0.8328191  0.36240655 0.8328191 ]","[0.35785866 0.4999999  0.4999999  0.4861118  0.4999999  0.48938826
 0.47723794 0.4999999  0.3715285  0.4916024  0.4999999  0.4999999
 0.4770208  0.4999999  0.49690825 0.4999999 ]","[-0.21883099 -0.22734477 -0.22734477 -0.20627573 -0.22734477 -0.22656408
 -0.2072444  -0.22734477 -0.22202364 -0.21701097 -0.22734477 -0.22734477
 -0.21381837 -0.22734477 -0.22590452 -0.22734477]","[1.2624102 1.0601639 1.0601639 0.8668654 1.0601639 1.004828  1.5066109
 1.0601639 1.4735992 0.9997319 1.0601639 1.0601639 1.5871868 1.0601639
 0.5883111 1.0601639]"
16,0.18397757,"[0.8328191  0.67261195 0.8328191  0.8328191  1.334158   0.8328191
 0.8328191  0.8328191  1.4503602  1.5122881  1.2035811  0.78381824
 0.8328191  0.8328191  0.8328191  1.0312576 ]","[0.4999999  0.4830505  0.4999999  0.4999999  0.47134608 0.4999999
 0.4999999  0.4999999  0.34619382 0.48311597 0.4878045  0.4978606
 0.4999999  0.4999999  0.4999999  0.3679807 ]","[-0.22734477 -0.2069304  -0.22734477 -0.22734477 -0.201675   -0.22734477
 -0.22734477 -0.22734477 -0.21998589 -0.21404725 -0.20761603 -0.22058962
 -0.22734477 -0.22734477 -0.22734477 -0.21834257]","[1.0601639  0.87954235 1.0601639  1.0601639  1.5358329  1.0601639
 1.0601639  1.0601639  1.670346   1.7263353  1.4111971  1.0044079
 1.0601639  1.0601639  1.0601639  1.2496002 ]"
17,0.18397757,"[0.8328191  0.9917478  0.8328191  0.8328191  0.7263794  0.8328191
 0.8328191  1.3099     0.53831685 0.8328191  0.8328191  1.356637
 1.3106326  0.87585026 0.8138709  0.8328191 ]","[0.4999999  0.4909754  0.4999999  0.4999999  0.47320032 0.4999999
 0.4999999  0.48798373 0.48820254 0.4999999  0.4999999  0.3402546
 0.39011577 0.49310422 0.49631146 0.4999999 ]","[-0.22734477 -0.21469456 -0.22734477 -0.22734477 -0.21478814 -0.22734477
 -0.22734477 -0.20601411 -0.21189047 -0.22734477 -0.22734477 -0.21061319
 -0.21870194 -0.22946328 -0.21913196 -0.22734477]","[1.0601639  1.2064424  1.0601639  1.0601639  0.94116753 1.0601639
 1.0601639  1.5159142  0.7502073  1.0601639  1.0601639  1.5672503
 1.5293345  1.1053135  1.0330029  1.0601639 ]"
18,0.18397757,"[0.7743925 1.3574046 0.8328191 1.4033456 1.1816995 1.237112  1.0553238
 1.2174855 0.8328191 0.8328191 0.4896374 1.0254459 0.8328191 0.8328191
 0.8328191 0.8328191]","[0.4896464  0.4854331  0.4999999  0.48624808 0.42381933 0.49285835
 0.48461673 0.4962761  0.4999999  0.4999999  0.4832972  0.4944598
 0.4999999  0.4999999  0.4999999  0.4999999 ]","[-0.21313635 -0.20414624 -0.22734477 -0.19201617 -0.21475716 -0.1968124
 -0.19876938 -0.20413315 -0.22734477 -0.22734477 -0.2198253  -0.21081203
 -0.22734477 -0.22734477 -0.22734477 -0.22734477]","[0.9875288 1.5615509 1.0601639 1.5953617 1.3964567 1.4339244 1.2540932
 1.4216187 1.0601639 1.0601639 0.7094627 1.236258  1.0601639 1.0601639
 1.0601639 1.0601639]"
19,0.18397757,"[0.8328191  0.8328191  0.49094176 0.8328191  0.3883652  1.2732513
 0.35320252 1.6493617  0.8328191  1.4048382  0.8328191  1.0216622
 0.8328191  0.8328191  1.813411   0.71185243]","[0.4999999  0.4999999  0.48543572 0.4999999  0.49568814 0.48472437
 0.48805732 0.45918933 0.4999999  0.4882528  0.4999999  0.42818597
 0.4999999  0.4999999  0.46449536 0.47219974]","[-0.22734477 -0.22734477 -0.21507096 -0.22734477 -0.22243007 -0.20124507
 -0.22419794 -0.21822259 -0.22734477 -0.20362811 -0.22734477 -0.21356083
 -0.22734477 -0.22734477 -0.20257449 -0.22750881]","[1.0601639  1.0601639  0.7060127  1.0601639  0.61079526 1.4744964
 0.57740045 1.8675843  1.0601639  1.6084663  1.0601639  1.235223
 1.0601639  1.0601639  2.0159855  0.9393612 ]"
20,0.18397757,"[0.8328191  0.8328191  0.8328191  1.7480443  0.35781667 0.8328191
 0.8328191  0.8507908  1.022034   1.4594666  1.2088507  1.2959205
 0.8328191  0.8328191  1.687827   1.6977164 ]","[0.4999999  0.4999999  0.4999999  0.47108388 0.4889809  0.4999999
 0.4999999  0.4843903  0.49217382 0.47968528 0.3663972  0.36628446
 0.4999999  0.4999999  0.48577994 0.47807142]","[-0.22734477 -0.22734477 -0.22734477 -0.20778222 -0.22301677 -0.22734477
 -0.22734477 -0.23157245 -0.22200203 -0.20499311 -0.21594563 -0.21590121
 -0.22734477 -0.22734477 -0.20481578 -0.21125743]","[1.0601639  1.0601639  1.0601639  1.9558265  0.58083344 1.0601639
 1.0601639  1.0823632  1.2440361  1.6644597  1.4247963  1.5118217
 1.0601639  1.0601639  1.8926427  1.9089738 ]"
21,0.18397757,"[0.8328191  0.8328191  0.8328191  0.8328191  0.8328191  0.8328191
 0.8328191  0.91679776 1.2321801  1.6605884  1.2043785  1.1978219
 0.8328191  0.95854104 0.8328191  0.8328191 ]","[0.4999999  0.4999999  0.4999999  0.4999999  0.4999999  0.4999999
 0.4999999  0.49337882 0.49165246 0.4651094  0.48012286 0.3524156
 0.4999999  0.4892296  0.4999999  0.4999999 ]","[-0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.2141644  -0.2082079  -0.20561898 -0.19751135 -0.2149267
 -0.22734477 -0.20817268 -0.22734477 -0.22734477]","[1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639
 1.1309621 1.440388  1.8662074 1.4018898 1.4127486 1.0601639 1.1667137
 1.0601639 1.0601639]"
22,0.18397757,"[0.864551  0.8328191 0.8328191 0.8328191 0.8328191 1.5530634 0.8328191
 0.8328191 1.8521204 0.8328191 0.8328191 0.8328191 0.6083144 0.8328191
 0.8328191 0.8328191]","[0.46783397 0.4999999  0.4999999  0.4999999  0.4999999  0.46136466
 0.4999999  0.4999999  0.4485058  0.4999999  0.4999999  0.4999999
 0.49815497 0.4999999  0.4999999  0.4999999 ]","[-0.21363872 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.21958432
 -0.22734477 -0.22734477 -0.1979892  -0.22734477 -0.22734477 -0.22734477
 -0.22613227 -0.22734477 -0.22734477 -0.22734477]","[1.0781897  1.0601639  1.0601639  1.0601639  1.0601639  1.7726477
 1.0601639  1.0601639  2.0501096  1.0601639  1.0601639  1.0601639
 0.83444667 1.0601639  1.0601639  1.0601639 ]"
23,0.18397757,"[0.8328191  0.8328191  0.8328191  0.8328191  0.8328191  0.8328191
 0.8328191  0.95451236 0.79644996 0.73841286 0.8328191  0.8478821
 1.1371332  0.97589904 0.77038664 0.8328191 ]","[0.4999999  0.4999999  0.4999999  0.4999999  0.4999999  0.4999999
 0.4999999  0.36667386 0.49220246 0.49887055 0.4999999  0.49597415
 0.3616397  0.49374366 0.49238217 0.4999999 ]","[-0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.21978547 -0.22297709 -0.22225168 -0.22734477 -0.22854252
 -0.21520771 -0.23258322 -0.22606307 -0.22734477]","[1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639
 1.1742978 1.0194271 0.9606645 1.0601639 1.0764246 1.3523409 1.2084823
 0.9964497 1.0601639]"
24,0.18397757,"[1.1077482  0.66936094 0.8328191  0.8328191  0.8328191  0.8328191
 0.7517973  0.8328191  0.8328191  0.8328191  0.8328191  1.0357404
 1.1619078  1.2428339  0.8328191  0.80932415]","[0.49247834 0.4967538  0.4999999  0.4999999  0.4999999  0.4999999
 0.4819243  0.4999999  0.4999999  0.4999999  0.4999999  0.4913249
 0.49436375 0.39342362 0.4999999  0.49951887]","[-0.2275166  -0.22670573 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22177431 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22779995
 -0.20938852 -0.22485167 -0.22734477 -0.2220619 ]","[1.3352648  0.89606667 1.0601639  1.0601639  1.0601639  1.0601639
 0.97357166 1.0601639  1.0601639  1.0601639  1.0601639  1.2635403
 1.3712963  1.4676856  1.0601639  1.031386  ]"
25,0.18397757,"[0.8328191 0.8328191 1.0353281 0.8328191 0.8328191 0.8328191 1.3624163
 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 1.2688143 1.4125262
 0.8328191 0.8328191]","[0.4999999  0.4999999  0.4912225  0.4999999  0.4999999  0.4999999
 0.4851516  0.4999999  0.4999999  0.4999999  0.4999999  0.4999999
 0.4673472  0.49476445 0.4999999  0.4999999 ]","[-0.22734477 -0.22734477 -0.21060891 -0.22734477 -0.22734477 -0.22734477
 -0.21394697 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.21637958 -0.21626905 -0.22734477 -0.22734477]","[1.0601639 1.0601639 1.2459371 1.0601639 1.0601639 1.0601639 1.5763632
 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.485194  1.6287953
 1.0601639 1.0601639]"
26,0.18397757,"[0.8328191  0.8328191  0.8328191  0.8328191  0.6252577  0.8328191
 0.8328191  0.8328191  0.8328191  0.8328191  0.8328191  0.86792916
 0.8328191  0.8328191  0.8328191  0.8328191 ]","[0.4999999  0.4999999  0.4999999  0.4999999  0.4860369  0.4999999
 0.4999999  0.4999999  0.4999999  0.4999999  0.4999999  0.49681935
 0.4999999  0.4999999  0.4999999  0.4999999 ]","[-0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22467476 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22929662
 -0.22734477 -0.22734477 -0.22734477 -0.22734477]","[1.0601639  1.0601639  1.0601639  1.0601639  0.84993243 1.0601639
 1.0601639  1.0601639  1.0601639  1.0601639  1.0601639  1.0972258
 1.0601639  1.0601639  1.0601639  1.0601639 ]"
27,0.18397757,"[0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191
 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8865882 0.8328191
 0.8328191 0.8328191]","[0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999
 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4945313 0.4999999
 0.4999999 0.4999999]","[-0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22651306 -0.22734477 -0.22734477 -0.22734477]","[1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639
 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.1131012 1.0601639
 1.0601639 1.0601639]"
28,0.18397757,"[0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191
 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191
 0.8328191 0.8328191]","[0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999
 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999
 0.4999999 0.4999999]","[-0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477]","[1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639
 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639
 1.0601639 1.0601639]"
29,0.18397757,"[0.8328191 0.8328191 0.7295451 0.8328191 0.8328191 0.8328191 0.8328191
 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191
 0.8328191 0.8328191]","[0.4999999 0.4999999 0.4966109 0.4999999 0.4999999 0.4999999 0.4999999
 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999
 0.4999999 0.4999999]","[-0.22734477 -0.22734477 -0.22744894 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477]","[1.0601639  1.0601639  0.95699406 1.0601639  1.0601639  1.0601639
 1.0601639  1.0601639  1.0601639  1.0601639  1.0601639  1.0601639
 1.0601639  1.0601639  1.0601639  1.0601639 ]"
30,0.18397757,"[0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191
 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191
 0.8328191 0.8328191]","[0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999
 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999
 0.4999999 0.4999999]","[-0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477]","[1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639
 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639
 1.0601639 1.0601639]"
31,0.18397757,"[0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191
 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191 0.8328191
 0.8328191 0.8328191]","[0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999
 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999 0.4999999
 0.4999999 0.4999999]","[-0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477 -0.22734477
 -0.22734477 -0.22734477 -0.22734477 -0.22734477]","[1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639
 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639 1.0601639
 1.0601639 1.0601639]"
