iteration,best_loss,loss,loss_oe,loss_prompt,loss_softmax
0,1.2912781,"[1.3582454 1.6760774 2.0677147 1.541316  1.4433889 1.4171422 1.9048263
 2.1657376 1.8281659 2.189861  2.0215538 1.8207408 1.2912781 1.4621954
 1.4877822 1.8464301]","[0.7073592  0.7397766  0.67486465 0.7005013  0.706793   0.69603276
 0.7360954  0.7401723  0.734032   0.7323718  0.7416842  0.7323383
 0.7068782  0.7000849  0.7153846  0.7402049 ]","[-0.21984318 -0.20106961 -0.21118262 -0.20936215 -0.22337012 -0.21866056
 -0.19719876 -0.1877509  -0.19536272 -0.1961607  -0.19189839 -0.19690694
 -0.22781606 -0.21894193 -0.22930092 -0.18881823]","[1.5780885 1.877147  2.2788973 1.7506782 1.666759  1.6358027 2.102025
 2.3534884 2.0235286 2.3860219 2.213452  2.0176477 1.5190942 1.6811373
 1.7170832 2.0352483]"
1,1.2583039,"[1.4437559 1.4613504 1.46731   1.5529414 1.5502822 1.6040719 1.5993886
 1.6202763 1.9762616 1.4584632 1.9477015 1.5355134 1.9076972 1.8516823
 1.2583039 1.4410461]","[0.7121134  0.7093422  0.7139924  0.7267217  0.6978227  0.74621856
 0.69779855 0.7151628  0.71313125 0.71845967 0.7362397  0.7097444
 0.7273361  0.72901344 0.69036794 0.70528215]","[-0.22232148 -0.22567353 -0.22094576 -0.21329749 -0.22489026 -0.19375342
 -0.22618274 -0.22571552 -0.22499083 -0.23016831 -0.20241114 -0.21722388
 -0.19450353 -0.19218335 -0.22850744 -0.22209454]","[1.6660774 1.687024  1.6882557 1.7662389 1.7751725 1.7978253 1.8255713
 1.8459918 2.2012525 1.6886315 2.1501126 1.7527373 2.1022007 2.0438657
 1.4868113 1.6631407]"
2,1.2583039,"[1.6454415 1.4044241 1.4361745 1.5904477 2.572136  2.0189643 1.8640318
 2.2662516 1.2986434 1.6497797 2.1779943 1.4966782 1.7948583 1.6574059
 1.66784   1.6101897]","[0.7080796  0.6874132  0.71455264 0.705504   0.73157    0.723389
 0.72408235 0.71164507 0.7111298  0.7024146  0.731828   0.6939035
 0.7130098  0.7140851  0.70310736 0.72182906]","[-0.22327745 -0.22526094 -0.22276776 -0.22642612 -0.22257158 -0.22333504
 -0.22257966 -0.21560997 -0.22825547 -0.2269555  -0.22769316 -0.22504415
 -0.22123535 -0.22311336 -0.22111656 -0.22277528]","[1.868719  1.629685  1.6589422 1.8168738 2.7947075 2.2422993 2.0866115
 2.4818616 1.5268989 1.8767352 2.4056873 1.7217224 2.0160937 1.8805192
 1.8889565 1.832965 ]"
3,1.2583039,"[1.3461165 1.5465213 2.5482917 2.2240179 1.4451834 2.8223479 1.4900715
 1.5992053 1.6466678 1.4595588 2.4536545 1.563329  1.6360149 2.058556
 1.7289519 2.0245972]","[0.68748903 0.7125059  0.73235464 0.7320832  0.7083946  0.7257682
 0.71496373 0.70487505 0.7133416  0.6997811  0.71388096 0.7130442
 0.7021425  0.6946728  0.71379495 0.72201264]","[-0.21981536 -0.22537355 -0.2138805  -0.22253154 -0.22869368 -0.21766694
 -0.22655918 -0.22180943 -0.22425045 -0.22537039 -0.21308157 -0.22708717
 -0.2165069  -0.2191673  -0.22596954 -0.1925251 ]","[1.5659319 1.7718948 2.7621722 2.4465494 1.6738771 3.0400147 1.7166307
 1.8210146 1.8709183 1.6849293 2.6667361 1.7904161 1.8525219 2.2777233
 1.9549215 2.2171223]"
4,1.2583039,"[1.5329766 2.3360384 1.7273991 2.28046   1.7626109 1.8351799 1.7580681
 1.6831297 1.5905633 2.0712569 1.2814928 1.4435385 1.5857917 1.7464485
 1.5692521 2.0209172]","[0.7100547  0.7155924  0.7243215  0.73156685 0.7084682  0.7099023
 0.70736283 0.7192603  0.69212043 0.70834017 0.7079023  0.71946824
 0.71360594 0.71225864 0.7019845  0.7231149 ]","[-0.21717855 -0.21874064 -0.2277009  -0.22753744 -0.22120678 -0.21955666
 -0.22422934 -0.22422644 -0.22158812 -0.21940637 -0.23032007 -0.22984268
 -0.224692   -0.22573239 -0.2251178  -0.19430082]","[1.7501552 2.554779  1.9551    2.5079973 1.9838177 2.0547366 1.9822974
 1.9073561 1.8121514 2.2906632 1.5118129 1.6733812 1.8104837 1.972181
 1.7943699 2.215218 ]"
5,1.247045,"[1.6148617 2.1930847 1.4297651 2.1998768 1.6407378 2.4299347 2.2888918
 1.8317348 1.6019931 1.8536991 1.7954794 1.2971032 1.3210071 1.6150626
 1.5969164 1.247045 ]","[0.71424526 0.7174459  0.69958067 0.71563333 0.7128286  0.7162975
 0.7228253  0.739706   0.74967474 0.72769785 0.6880951  0.6927288
 0.6989608  0.71085143 0.720947   0.70832014]","[-0.22863409 -0.1938659  -0.21923392 -0.20306776 -0.2222072  -0.19834644
 -0.22395527 -0.20158759 -0.22060996 -0.2026497  -0.2147745  -0.22549205
 -0.22181568 -0.21978354 -0.22818667 -0.2230109 ]","[1.8434958 2.3869505 1.648999  2.4029446 1.862945  2.628281  2.512847
 2.0333223 1.8226031 2.0563488 2.010254  1.5225952 1.5428228 1.8348461
 1.8251032 1.4700559]"
6,1.2238356,"[1.3173686 1.2238356 1.6511382 1.5029793 1.5814737 1.628364  2.180097
 1.7443086 1.6357027 1.6606119 1.659164  1.5170563 1.8679016 1.4100181
 2.742083  1.679827 ]","[0.71661055 0.7171382  0.7114818  0.6890955  0.72137463 0.7303773
 0.73900545 0.7363839  0.6988954  0.7121848  0.71307623 0.71669376
 0.7274337  0.7184004  0.7250924  0.71516263]","[-0.21539018 -0.22852483 -0.22125253 -0.22110492 -0.22701445 -0.20909855
 -0.20271796 -0.20806015 -0.2131978  -0.22420382 -0.22790533 -0.22219072
 -0.20343086 -0.22593907 -0.21359935 -0.22058553]","[1.5327588 1.4523604 1.8723907 1.7240841 1.8084881 1.8374625 2.3828151
 1.9523687 1.8489006 1.8848157 1.8870692 1.7392471 2.0713325 1.6359571
 2.9556825 1.9004124]"
7,1.2238356,"[2.1753242 2.0582285 1.2833805 1.616543  2.2413752 2.250488  2.492272
 2.6031837 1.5243331 1.4875965 1.6800225 2.8479106 1.7988381 1.6011463
 1.3516898 2.2570329]","[0.7204522  0.72858864 0.6861245  0.7080235  0.72093594 0.7190275
 0.7185252  0.71998227 0.71809065 0.7030943  0.728814   0.7250906
 0.7271679  0.7063168  0.7139405  0.72953385]","[-0.2266666  -0.19579262 -0.2240648  -0.22001216 -0.21945074 -0.21946557
 -0.22565438 -0.21963033 -0.22170997 -0.22945258 -0.20073608 -0.21797031
 -0.19189261 -0.2216049  -0.22232345 -0.22290725]","[2.401991  2.2540212 1.5074453 1.8365552 2.460826  2.4699535 2.7179263
 2.822814  1.7460431 1.7170491 1.8807585 3.065881  1.9907308 1.8227513
 1.5740132 2.4799402]"
8,1.208057,"[2.2829607 1.208057  1.3969628 1.9006699 1.8891869 1.8953048 2.247155
 1.618043  2.083274  2.2561488 1.9160345 1.9550354 2.0978136 2.039588
 2.7441607 1.4668481]","[0.7177686  0.71101207 0.686802   0.7179144  0.7255827  0.7274693
 0.72844803 0.7057834  0.7239301  0.7267734  0.73283625 0.740184
 0.7160185  0.7356702  0.7283478  0.7141595 ]","[-0.22509488 -0.22385347 -0.22533186 -0.22713144 -0.22777945 -0.19699134
 -0.19215997 -0.22574657 -0.2198672  -0.1975544  -0.1955829  -0.1996884
 -0.22643368 -0.19524246 -0.2101134  -0.22952215]","[2.5080554 1.4319105 1.6222947 2.1278014 2.1169662 2.0922961 2.4393148
 1.8437896 2.303141  2.4537032 2.1116173 2.154724  2.3242474 2.2348304
 2.954274  1.6963702]"
9,1.208057,"[1.8025005 1.5717771 2.1613414 1.5496854 1.7906333 1.8201199 1.8432306
 1.5205109 1.9663975 2.370409  1.7708387 1.3517977 1.7377956 2.5954397
 1.948378  2.4333544]","[0.71344775 0.70227957 0.7392287  0.7071599  0.7386916  0.7118045
 0.7294794  0.70911276 0.7332217  0.73673314 0.7152784  0.7031854
 0.6990082  0.73060155 0.72333515 0.7144311 ]","[-0.22016191 -0.22216746 -0.19017622 -0.22623478 -0.19792734 -0.21067935
 -0.20322768 -0.22207713 -0.19494843 -0.22779627 -0.22594544 -0.22634017
 -0.21401498 -0.21865827 -0.22559485 -0.22438204]","[2.0226624 1.7939446 2.3515177 1.7759202 1.9885607 2.0307992 2.0464582
 1.742588  2.161346  2.5982053 1.9967842 1.5781379 1.9518106 2.814098
 2.1739728 2.6577363]"
