iteration,best_loss,loss,loss_oe,loss_prompt,loss_softmax
10,0.20830664,"[0.8968897  0.47917512 0.58153653 0.8968897  0.8968897  1.1463236
 0.8966037  0.9345378  0.8968897  0.8968897  1.0038805  0.6655359
 1.2853795  1.235651   0.8968897  0.816063  ]","[0.4999999  0.46204048 0.47699395 0.4999999  0.4999999  0.38436812
 0.45825353 0.49298495 0.4999999  0.4999999  0.49170953 0.48087904
 0.39300835 0.37209994 0.4999999  0.45813814]","[-0.22594002 -0.2235981  -0.22609964 -0.22594002 -0.22594002 -0.21999457
 -0.20967981 -0.2135933  -0.22594002 -0.22594002 -0.22685102 -0.23201537
 -0.22267655 -0.2168329  -0.22594002 -0.22135812]","[1.1228297  0.7027732  0.80763614 1.1228297  1.1228297  1.3663181
 1.1062835  1.1481311  1.1228297  1.1228297  1.2307315  0.8975513
 1.508056   1.4524839  1.1228297  1.0374211 ]"
11,0.20830664,"[0.70597786 0.5527729  1.0456309  0.51209223 0.8968897  0.78514814
 0.8968897  1.529347   0.62723124 0.57237524 0.8968897  0.8968897
 1.1782417  0.45205903 1.4792844  0.9912666 ]","[0.4924539  0.4941822  0.4943873  0.49795038 0.4999999  0.48180243
 0.4999999  0.44491324 0.46317315 0.49405485 0.4999999  0.4999999
 0.4942976  0.48771465 0.472307   0.486698  ]","[-0.23180813 -0.22504559 -0.2160933  -0.23001546 -0.22594002 -0.21979406
 -0.22594002 -0.20788354 -0.2154983  -0.23203756 -0.22594002 -0.22594002
 -0.22350332 -0.22110915 -0.21146235 -0.21486238]","[0.937786   0.77781844 1.2617242  0.7421077  1.1228297  1.0049422
 1.1228297  1.7372305  0.84272957 0.8044128  1.1228297  1.1228297
 1.4017451  0.6731682  1.6907468  1.206129  ]"
12,0.20830664,"[0.8460813  0.85340035 0.8968897  1.620906   0.51950055 1.288161
 0.8968897  0.8968897  1.9829195  0.52622235 0.7357626  1.0825088
 0.8968897  1.1225369  0.5067912  0.45027596]","[0.4913705  0.4965416  0.4999999  0.45994732 0.4742843  0.4869274
 0.4999999  0.4999999  0.350182   0.47500792 0.45909578 0.45992756
 0.4999999  0.46887463 0.4845407  0.48695725]","[-0.23382215 -0.23428321 -0.22594002 -0.20303656 -0.21813168 -0.22148176
 -0.22594002 -0.22594002 -0.20415062 -0.22689289 -0.20773044 -0.21343783
 -0.22594002 -0.21418303 -0.21714552 -0.21682183]","[1.0799035  1.0876836  1.1228297  1.8239425  0.7376322  1.5096428
 1.1228297  1.1228297  2.1870701  0.75311524 0.943493   1.2959466
 1.1228297  1.33672    0.7239367  0.6670978 ]"
13,0.20830664,"[0.7425097  1.1078038  0.8968897  1.4436448  1.7115773  0.8968897
 0.9019658  0.8968897  0.91712356 1.3310759  0.84049004 0.27806398
 0.598982   0.8795699  0.5419128  0.82575464]","[0.4489555  0.47063267 0.4999999  0.49138063 0.46648014 0.4999999
 0.4858804  0.4999999  0.47794464 0.4678585  0.4910192  0.46807486
 0.48278767 0.48620185 0.49173477 0.4750136 ]","[-0.21738255 -0.21543051 -0.22594002 -0.21239012 -0.2017807  -0.22594002
 -0.21305497 -0.22594002 -0.21172789 -0.21108887 -0.2213512  -0.22434065
 -0.21454695 -0.21887085 -0.22243145 -0.21457982]","[0.9598923  1.3232343  1.1228297  1.6560348  1.913358   1.1228297
 1.1150208  1.1228297  1.1288514  1.5421648  1.0618412  0.50240463
 0.8135289  1.0984408  0.7643442  1.0403345 ]"
14,0.20830664,"[0.31608754 0.6602421  0.69620705 0.74323773 0.50503945 0.8968897
 0.8968897  0.7276253  0.7244083  0.60280824 0.77632654 0.633965
 0.58950806 0.5054305  0.8968897  0.5315986 ]","[0.47828317 0.48879337 0.4564131  0.44813052 0.48481226 0.4999999
 0.4999999  0.4878098  0.49259096 0.4521169  0.4771241  0.4715215
 0.49428537 0.4683976  0.4999999  0.44720337]","[-0.22689939 -0.22553371 -0.22901568 -0.22086588 -0.21922943 -0.22594002
 -0.22594002 -0.22567399 -0.22412641 -0.21553633 -0.22258759 -0.21438867
 -0.22803661 -0.22919786 -0.22594002 -0.21249461]","[0.5429869  0.8857758  0.9252227  0.96410364 0.72426885 1.1228297
 1.1228297  0.9532993  0.9485347  0.8183446  0.9989141  0.8483537
 0.8175447  0.7346284  1.1228297  0.74409324]"
15,0.19910902,"[0.58738935 0.33837202 0.8968897  1.1896461  0.947422   0.6598534
 0.44998267 0.19910902 0.86271834 0.4172323  0.36637408 0.8968897
 1.658989   0.969141   0.7302053  0.41612333]","[0.47092324 0.48273987 0.4999999  0.48671    0.48123822 0.49266282
 0.48503867 0.4485381  0.48481125 0.4470861  0.4925961  0.4999999
 0.48360357 0.49240482 0.48241454 0.3783645 ]","[-0.22629905 -0.22160372 -0.22594002 -0.21416387 -0.21145928 -0.21701328
 -0.22655866 -0.22325736 -0.2208283  -0.21773109 -0.22882216 -0.22594002
 -0.21122485 -0.22597598 -0.2151533  -0.22926514]","[0.8136884  0.55997574 1.1228297  1.40381    1.1588813  0.8768667
 0.6765413  0.42236638 1.0835466  0.6349634  0.59519625 1.1228297
 1.8702137  1.195117   0.94535863 0.6453885 ]"
16,0.19910902,"[0.227771   1.638227   0.86486673 0.4248761  0.9358287  0.6134005
 0.9287463  0.4335446  0.6487771  0.65357643 1.4701638  0.7945044
 1.0540011  0.31134552 0.4878999  0.8027705 ]","[0.4802769  0.44153884 0.488494   0.4853547  0.48447037 0.48630258
 0.485959   0.48580045 0.47982487 0.48131427 0.47104934 0.4899662
 0.45977896 0.4884813  0.4855264  0.4741982 ]","[-0.22955744 -0.2034139  -0.22015062 -0.21289648 -0.21166083 -0.21690112
 -0.2188434  -0.2193971  -0.21762869 -0.21518493 -0.21721551 -0.21780059
 -0.20867398 -0.22374773 -0.22031987 -0.21878019]","[0.45732844 1.841641   1.0850173  0.63777256 1.1474895  0.83030164
 1.1475897  0.6529417  0.86640584 0.86876136 1.6873794  1.012305
 1.262675   0.53509325 0.70821977 1.0215507 ]"
17,0.19910902,"[0.79825866 0.84677786 0.4114596  0.8968897  0.48976094 0.43642053
 0.7881775  0.72921073 0.6548374  0.8968897  0.69228876 0.8968897
 0.5293333  0.5672273  0.7175815  1.0464337 ]","[0.48276186 0.4677458  0.48142898 0.4999999  0.4924073  0.46054766
 0.4922846  0.47005197 0.48659748 0.4999999  0.48562753 0.4999999
 0.46955958 0.49555698 0.47950423 0.4971135 ]","[-0.20597842 -0.21806437 -0.22952583 -0.22594002 -0.22965498 -0.20783505
 -0.21629623 -0.21211016 -0.2168649  -0.22594002 -0.21967605 -0.22594002
 -0.21975857 -0.2287013  -0.21025917 -0.23113489]","[1.004237   1.0648422  0.6409854  1.1228297  0.7194159  0.6442556
 1.0044737  0.9413209  0.8717023  1.1228297  0.9119648  1.1228297
 0.74909186 0.7959286  0.92784065 1.2775686 ]"
18,0.19910902,"[0.8968897  1.010282   0.8968897  0.32361504 0.8968897  0.8968897
 0.6874856  1.4532359  0.9669431  0.8968897  0.35683978 0.9964607
 0.8968897  1.2846863  1.2923332  0.8968897 ]","[0.4999999  0.4685434  0.4999999  0.4928609  0.4999999  0.4999999
 0.4694669  0.46702737 0.47716907 0.4999999  0.46906203 0.46286243
 0.4999999  0.45851937 0.46692035 0.4999999 ]","[-0.22594002 -0.20639068 -0.22594002 -0.22328249 -0.22594002 -0.22594002
 -0.21852061 -0.20849368 -0.20172614 -0.22594002 -0.2166934  -0.21138489
 -0.22594002 -0.21187991 -0.209196   -0.22594002]","[1.1228297  1.2166728  1.1228297  0.54689753 1.1228297  1.1228297
 0.9060062  1.6617296  1.1686692  1.1228297  0.5735332  1.2078456
 1.1228297  1.4965663  1.5015292  1.1228297 ]"
19,0.1873444,"[0.54263157 0.9125978  0.24995026 0.8968897  0.8936714  0.8968897
 0.4484598  0.9841587  0.32445005 0.7452767  0.1873444  0.43930718
 0.450828   1.1981702  0.8098538  0.73895055]","[0.47789162 0.48404944 0.46806547 0.4999999  0.4541201  0.4999999
 0.46065837 0.48544306 0.46690226 0.4882391  0.48930177 0.4836781
 0.48523873 0.4884346  0.47006267 0.478097  ]","[-0.21844965 -0.21899426 -0.22536585 -0.22594002 -0.22491622 -0.22594002
 -0.22672816 -0.21349971 -0.22921607 -0.21760413 -0.2388832  -0.21580663
 -0.21950373 -0.21261114 -0.22256006 -0.22237897]","[0.7610812  1.131592   0.4753161  1.1228297  1.1185876  1.1228297
 0.67518795 1.1976584  0.5536661  0.9628808  0.4262276  0.6551138
 0.6703317  1.4107814  1.0324138  0.9613295 ]"
20,0.16473135,"[0.65664613 0.84244174 1.1252127  0.8100406  0.8968897  0.3124389
 0.8529486  0.2350331  0.6198509  1.3032417  0.74994886 0.80805695
 0.16473135 0.4899753  0.8968897  0.41527498]","[0.48660594 0.49480605 0.48928252 0.4932189  0.4999999  0.48377267
 0.4469109  0.47842893 0.48518968 0.47777462 0.48809904 0.48877114
 0.4737353  0.482915   0.4999999  0.46035296]","[-0.21790908 -0.21612318 -0.21883938 -0.21703471 -0.22594002 -0.22205572
 -0.21750051 -0.2228553  -0.22099426 -0.21154186 -0.221623   -0.21775302
 -0.22429317 -0.21366993 -0.22594002 -0.22661668]","[0.87455523 1.0585649  1.3440521  1.0270753  1.1228297  0.53449464
 1.0704491  0.4578884  0.8408451  1.5147836  0.97157186 1.02581
 0.38902453 0.7036452  1.1228297  0.64189166]"
21,0.14177512,"[0.38018185 0.8968897  0.73169583 0.8968897  1.5193058  0.8968897
 0.31323203 0.14177512 0.87496054 0.6147181  0.63798296 0.8968897
 0.4256907  0.51136565 0.8968897  0.64133024]","[0.48144513 0.4999999  0.488723   0.4999999  0.48005965 0.4999999
 0.47472227 0.4747027  0.47999498 0.4937423  0.49119833 0.4999999
 0.4930914  0.48033005 0.4999999  0.48830536]","[-0.2231732  -0.22594002 -0.21908689 -0.22594002 -0.2074801  -0.22594002
 -0.21579954 -0.22901942 -0.21176611 -0.21751736 -0.21952721 -0.22594002
 -0.22547847 -0.2077963  -0.22594002 -0.21647838]","[0.60335505 1.1228297  0.9507827  1.1228297  1.7267859  1.1228297
 0.5290316  0.37079453 1.0867267  0.83223546 0.85751015 1.1228297
 0.6511692  0.719162   1.1228297  0.8578086 ]"
22,0.14177512,"[0.6944269  0.49490604 0.8968897  1.1742119  0.6250895  1.180426
 0.68020946 0.49713057 0.25631464 0.24803331 0.6523042  0.7731254
 0.99631953 0.8968897  1.2722774  0.5074348 ]","[0.4696025  0.49032578 0.4999999  0.48027968 0.47595564 0.4803809
 0.47635794 0.48707637 0.48475704 0.48239884 0.4890443  0.48059332
 0.48053312 0.4999999  0.46002525 0.47399673]","[-0.21851051 -0.2168335  -0.22594002 -0.21610984 -0.2255866  -0.21310052
 -0.21838576 -0.22248226 -0.2226553  -0.22647801 -0.2105991  -0.21566516
 -0.21421418 -0.22594002 -0.20640069 -0.22441351]","[0.9129374  0.71173954 1.1228297  1.3903217  0.8506761  1.3935266
 0.8985952  0.71961284 0.47896993 0.47451133 0.8629033  0.9887906
 1.2105337  1.1228297  1.4786781  0.7318483 ]"
23,0.14177512,"[0.79619753 0.5032394  1.3197544  0.6019247  0.9145069  0.6538912
 0.45567554 0.43057305 0.9337973  0.6637456  1.4590158  0.5532067
 0.4152563  0.3682196  0.42163074 0.58653754]","[0.47967273 0.4905733  0.4776127  0.47270516 0.45376226 0.49302647
 0.47603443 0.4899651  0.48302734 0.41863573 0.4524608  0.49125123
 0.48913205 0.48526248 0.46841633 0.4922823 ]","[-0.22085348 -0.22630426 -0.2080633  -0.21214135 -0.20394918 -0.21512544
 -0.21599883 -0.22857796 -0.21600896 -0.21557927 -0.208226   -0.2150459
 -0.22080371 -0.22555412 -0.22772616 -0.22144765]","[1.017051   0.7295436  1.5278177  0.81406605 1.1184561  0.86901665
 0.6716744  0.659151   1.1498063  0.87932485 1.6672418  0.76825255
 0.63606    0.5937737  0.6493569  0.8079852 ]"
24,0.14177512,"[0.31785017 1.7721629  0.76901644 0.5972561  0.6317546  0.53592753
 0.3688465  0.53574026 0.49492848 0.51264125 0.79888844 1.9223427
 1.2246101  0.6763963  0.3175206  0.38907772]","[0.4768389  0.46250153 0.4935545  0.46168607 0.4684893  0.4791279
 0.4681058  0.47036493 0.4894359  0.48110098 0.48457307 0.47313523
 0.48258603 0.47029483 0.48502925 0.45451587]","[-0.21823877 -0.21107388 -0.22332977 -0.21477528 -0.22027487 -0.22138716
 -0.22346392 -0.21336594 -0.22988611 -0.22275542 -0.21464431 -0.2155994
 -0.22007734 -0.22275622 -0.2257823  -0.21672983]","[0.53608894 1.9832368  0.9923462  0.8120314  0.85202944 0.7573147
 0.5923104  0.74910617 0.7248146  0.7353967  1.0135328  2.137942
 1.4446874  0.8991525  0.5433029  0.60580754]"
25,0.14177512,"[0.67168105 0.3768252  0.19286518 0.68073785 0.4640799  0.48406854
 1.1091883  0.8474207  0.42670813 0.66850597 0.60983837 0.66941273
 0.6653613  1.2797954  0.7443607  0.85128653]","[0.47834697 0.46450382 0.48471108 0.48695984 0.47410488 0.48859206
 0.4846335  0.49586016 0.4794517  0.45938063 0.4857859  0.48154405
 0.48460016 0.4847562  0.48551753 0.4915822 ]","[-0.2158995  -0.22116514 -0.22642185 -0.22008574 -0.21650222 -0.21971878
 -0.21394935 -0.22378018 -0.21439251 -0.21646543 -0.2178751  -0.22592148
 -0.21314308 -0.2159198  -0.21543047 -0.21283689]","[0.8875805  0.59799033 0.41928703 0.9008236  0.6805821  0.7037873
 1.3231376  1.0712008  0.64110065 0.8849714  0.8277135  0.8953342
 0.8785044  1.4957151  0.9597911  1.0641234 ]"
26,0.14177512,"[0.5350138  0.69083625 0.32106993 0.52958494 0.34021986 0.62602764
 0.36837077 0.5091125  0.61350495 0.68150204 0.32902026 0.676301
 0.7446494  0.29990372 0.52068174 0.6410744 ]","[0.4870385  0.48032525 0.48102698 0.4844155  0.4471527  0.45284027
 0.49105772 0.49034885 0.4864313  0.48486    0.4821734  0.49204263
 0.4850398  0.49368852 0.4926581  0.48090875]","[-0.22977439 -0.21960014 -0.2229245  -0.22399235 -0.22240995 -0.22068447
 -0.22939192 -0.22418508 -0.22021626 -0.21784067 -0.23371197 -0.21831514
 -0.21396652 -0.22447601 -0.22392671 -0.22002205]","[0.76478815 0.9104364  0.5439944  0.7535773  0.5626298  0.8467121
 0.5977627  0.7332976  0.8337212  0.8993427  0.5627322  0.8946161
 0.95861596 0.52437973 0.74460846 0.86109644]"
27,0.14177512,"[0.47324377 0.59681994 1.0862517  0.5605129  1.2512373  0.42759204
 0.6856582  0.36699897 0.62595725 0.50216246 1.2667915  1.3767188
 0.84463924 0.4479465  1.1454172  0.58686906]","[0.49099526 0.48492983 0.4860871  0.48673084 0.4730486  0.48704544
 0.4804915  0.49483812 0.48671523 0.47995162 0.4712705  0.48068485
 0.4817819  0.49501032 0.47393218 0.49008316]","[-0.22342247 -0.22052282 -0.21987659 -0.22121358 -0.20778425 -0.22094987
 -0.22411841 -0.22270083 -0.21697626 -0.22347745 -0.20632647 -0.21944982
 -0.20952517 -0.21884316 -0.20964807 -0.2252522 ]","[0.69666624 0.81734276 1.3061284  0.7817265  1.4590216  0.6485419
 0.9097766  0.5896998  0.84293354 0.7256399  1.473118   1.5961685
 1.0541644  0.66678965 1.3550653  0.8121213 ]"
28,0.14177512,"[1.1563835  0.6861051  0.9496792  0.1800727  0.33629015 0.92737275
 0.5213406  0.43181226 0.3735237  0.4730194  0.35305408 0.7024176
 0.4080018  0.38256258 0.5835967  1.1013796 ]","[0.4734652  0.46440354 0.4788694  0.48079482 0.49063507 0.4879991
 0.48685563 0.48697    0.48907706 0.4905944  0.49389043 0.4888307
 0.49054563 0.48822305 0.49061292 0.47617888]","[-0.21869278 -0.22020067 -0.21784896 -0.22328433 -0.21516117 -0.22121401
 -0.21972944 -0.22409776 -0.22840495 -0.2251943  -0.21571848 -0.2140832
 -0.2178398  -0.22176258 -0.22063255 -0.21890953]","[1.3750763  0.90630573 1.1675282  0.40335703 0.5514513  1.1485868
 0.74107003 0.65591    0.60192865 0.6982137  0.56877255 0.9165008
 0.6258416  0.6043252  0.80422926 1.3202891 ]"
29,0.14177512,"[0.55638206 0.45714158 0.608044   0.55658317 2.081973   0.6845083
 0.3623684  1.6520298  0.83031654 0.7083533  0.4247626  0.60766256
 0.5154026  0.23270765 0.36880064 0.3829573 ]","[0.4926229  0.48408398 0.48972428 0.47305682 0.45321628 0.4875289
 0.48761925 0.44010907 0.4864856  0.4836509  0.4858629  0.4737004
 0.4861405  0.48502642 0.48982418 0.4788855 ]","[-0.22605234 -0.20919389 -0.21177635 -0.21423605 -0.20813692 -0.21952161
 -0.21748501 -0.2082336  -0.21917233 -0.21767113 -0.23012318 -0.21999243
 -0.22155082 -0.21983624 -0.22887844 -0.21234158]","[0.7824344  0.66633546 0.8198204  0.7708192  2.29011    0.90402997
 0.5798534  1.8602633  1.0494889  0.92602444 0.65488577 0.827655
 0.73695344 0.45254388 0.5976791  0.5952989 ]"
30,0.093006656,"[0.27707264 0.09300666 0.9114417  0.47606444 0.3375206  0.94798756
 0.653112   0.30592704 0.2928618  0.72953874 0.656085   0.5316498
 0.4281931  0.6951344  0.38805658 0.873755  ]","[0.48382902 0.48733607 0.4834137  0.48358727 0.46498725 0.483607
 0.49010915 0.4876659  0.49141228 0.4872758  0.49390823 0.49401844
 0.48552817 0.46939456 0.4831325  0.48919192]","[-0.21651009 -0.22843169 -0.22104347 -0.22384763 -0.22556    -0.21251366
 -0.21936184 -0.224214   -0.22081247 -0.22241843 -0.21719024 -0.22514941
 -0.21909879 -0.21340707 -0.21445209 -0.20970964]","[0.49358273 0.32143834 1.1324852  0.6999121  0.5630806  1.1605012
 0.87247384 0.53014106 0.51367426 0.95195717 0.8732752  0.7567992
 0.6472919  0.9085415  0.60250866 1.0834646 ]"
31,0.093006656,"[0.87176645 0.26516333 0.83547497 1.047584   0.43329045 0.4726218
 0.8968897  0.49968913 0.26707333 0.2743921  0.9552486  0.5309153
 0.37728864 0.50441915 0.4486158  0.26875347]","[0.49173588 0.4833057  0.48527735 0.46592385 0.4792677  0.48009032
 0.4999999  0.48043233 0.48563388 0.48640886 0.4804601  0.48828024
 0.47092786 0.4900666  0.48982388 0.49267176]","[-0.20581582 -0.2201514  -0.22209188 -0.20788148 -0.20747116 -0.22324999
 -0.22594002 -0.21514651 -0.21674249 -0.23332933 -0.21295224 -0.2116831
 -0.21683864 -0.2231639  -0.22046693 -0.22286916]","[1.0775822  0.48531473 1.0575669  1.2554655  0.6407616  0.6958718
 1.1228297  0.71483564 0.48381582 0.5077214  1.1682009  0.7425984
 0.5941273  0.72758305 0.6690827  0.49162263]"
