Level,final,0.25,0.5,0.75
0,,,,
1,0.9301212430000305,0.8703586459159851,0.8544138669967651,0.9148065447807312
2,0.8362293839454651,0.8655686378479004,0.8681306838989258,0.8975816369056702
3,0.8579831123352051,0.8730578422546387,0.9072394371032715,0.8372675776481628
