iteration,best_loss,loss,loss_oe,loss_prompt,loss_softmax
0,1.0421513,"[1.3772745 1.3411138 1.8358443 1.9182062 1.0421513 1.4124476 1.9038535
 1.44524   1.3759459 1.9466726 1.2453725 1.5970312 1.6979858 1.9345924
 1.5865791 1.6614612]","[0.73655933 0.7480696  0.7644714  0.7336106  0.753246   0.75681156
 0.7479252  0.75507545 0.760137   0.7628032  0.75793046 0.74230325
 0.7518112  0.78111523 0.74651873 0.75102997]","[-0.22152801 -0.21610892 -0.202956   -0.21379928 -0.22225082 -0.21281278
 -0.20735486 -0.2164948  -0.21453248 -0.20365086 -0.22537403 -0.21988021
 -0.21051629 -0.20254909 -0.22120114 -0.22515003]","[1.5988026 1.5572227 2.0388002 2.1320055 1.2644022 1.6252604 2.1112084
 1.6617348 1.5904784 2.1503234 1.4707465 1.8169115 1.9085021 2.1371415
 1.8077803 1.8866112]"
1,1.0421513,"[1.7107894 1.8698164 1.4163218 2.049991  1.1062971 1.0525393 1.2143743
 1.2335585 2.2447903 1.6570393 1.2566097 1.3811624 1.4422234 1.8131031
 1.8677624 2.5162823]","[0.75490874 0.779342   0.7602652  0.75364965 0.75019    0.7509493
 0.7598036  0.7584868  0.7522835  0.7497942  0.74540484 0.76460636
 0.7607442  0.7631752  0.7415056  0.72882235]","[-0.20535855 -0.21298783 -0.228791   -0.21257766 -0.21482687 -0.21267343
 -0.22233155 -0.22215651 -0.20472303 -0.20651829 -0.21292727 -0.22335272
 -0.22521101 -0.22073714 -0.21883813 -0.20524867]","[1.916148  2.0828042 1.6451128 2.2625685 1.321124  1.2652128 1.4367058
 1.4557151 2.4495134 1.8635576 1.4695369 1.6045151 1.6674345 2.0338402
 2.0866005 2.721531 ]"
2,1.0421513,"[1.174763  1.5389694 1.5499399 1.9688306 1.4363017 1.0971223 1.2675585
 1.4636037 1.4414923 1.385665  1.2477169 1.0964143 1.3303549 1.72664
 1.7456542 1.4736204]","[0.73050064 0.749498   0.7680835  0.76778316 0.74880284 0.7576091
 0.75286496 0.75415844 0.7335033  0.7578101  0.7630424  0.74731946
 0.7302846  0.7579236  0.74306226 0.74586123]","[-0.2239981  -0.21310334 -0.2287985  -0.2177877  -0.21756355 -0.2236501
 -0.22336169 -0.21345738 -0.20935512 -0.21512051 -0.23102216 -0.22065882
 -0.20879392 -0.21255553 -0.21091186 -0.21418539]","[1.398761  1.7520727 1.7787384 2.1866183 1.6538652 1.3207724 1.4909202
 1.6770611 1.6508474 1.6007856 1.478739  1.3170731 1.5391488 1.9391955
 1.9565661 1.6878058]"
3,1.0421513,"[1.3638293 2.2020404 1.5062631 1.4344296 1.5225769 1.9443368 1.726164
 1.3686929 1.2764549 1.6322103 1.7019998 1.9119442 1.4612701 1.2970396
 1.3709579 1.4747872]","[0.74808925 0.7513332  0.76445293 0.7536999  0.73601276 0.76012033
 0.7564538  0.7449826  0.7504203  0.7595275  0.7697708  0.7748367
 0.73486674 0.7525154  0.7537405  0.77123857]","[-0.22538221 -0.21266814 -0.2236718  -0.21856523 -0.22058122 -0.21386397
 -0.2165417  -0.20889632 -0.21756898 -0.22164081 -0.22770302 -0.20026088
 -0.22040103 -0.21406376 -0.22701013 -0.22086695]","[1.5892115 2.4147086 1.7299349 1.6529949 1.7431581 2.1582007 1.9427056
 1.5775892 1.4940239 1.8538511 1.9297028 2.112205  1.6816711 1.5111034
 1.597968  1.6956542]"
4,1.0421513,"[1.2135826 1.3261414 1.5273393 1.2060541 1.3179454 1.4819001 1.5175966
 1.1790556 2.3428593 1.2930727 2.3228586 1.2155818 1.50467   1.1972922
 1.460994  1.1953967]","[0.7475054  0.7212042  0.7357978  0.7607834  0.76057774 0.7640342
 0.75279313 0.75655454 0.7490599  0.73644763 0.73262256 0.76023936
 0.77988654 0.7604462  0.74249995 0.7532694 ]","[-0.22426987 -0.20453863 -0.21391714 -0.21510474 -0.22808869 -0.22513793
 -0.21709704 -0.22637074 -0.21056424 -0.20486307 -0.2056288  -0.21496522
 -0.22779918 -0.22150984 -0.21609803 -0.22864513]","[1.4378525 1.53068   1.7412565 1.4211588 1.5460341 1.707038  1.7346936
 1.4054263 2.5534234 1.4979358 2.5284874 1.430547  1.7324692 1.418802
 1.6770921 1.4240417]"
5,0.9624158,"[1.369007  1.4076377 1.2987932 1.7227174 1.168415  1.3354886 1.7219383
 1.4927607 1.4144596 1.5074567 0.9624158 1.403512  1.6251802 1.2802231
 2.023005  1.736228 ]","[0.736565   0.75513905 0.7576811  0.78205746 0.76741266 0.7504665
 0.7564514  0.7575549  0.7613549  0.7564146  0.7498913  0.74713403
 0.76431    0.76326066 0.7553649  0.74232763]","[-0.2184925  -0.22484    -0.2234758  -0.22853124 -0.23538534 -0.21047163
 -0.2164967  -0.22330336 -0.23204763 -0.21464257 -0.22427082 -0.22626913
 -0.22703524 -0.23252659 -0.22442476 -0.1994258 ]","[1.5874995 1.6324778 1.522269  1.9512486 1.4038002 1.5459602 1.938435
 1.716064  1.6465073 1.7220992 1.1866866 1.6297811 1.8522155 1.5127497
 2.2474298 1.9356538]"
6,0.9624158,"[1.5918866 1.5167264 1.248789  1.2571499 1.4162903 2.1884928 1.7709782
 1.1927878 1.2310554 1.4758549 1.6332126 1.5951775 1.4367512 1.772507
 1.9179709 2.1393528]","[0.76085174 0.75779366 0.75405157 0.756381   0.74889296 0.774287
 0.7543947  0.7581113  0.764165   0.7418315  0.7547154  0.7530078
 0.75889564 0.7396297  0.7598197  0.7629621 ]","[-0.21300037 -0.22388664 -0.22804867 -0.22171465 -0.21988201 -0.21786396
 -0.21837974 -0.22399493 -0.22847572 -0.22673388 -0.21778229 -0.2251666
 -0.22251225 -0.21735597 -0.22119093 -0.22780748]","[1.804887  1.740613  1.4768376 1.4788646 1.6361723 2.4063568 1.989358
 1.4167827 1.4595311 1.7025888 1.8509948 1.8203441 1.6592635 1.9898629
 2.1391618 2.3671603]"
7,0.9624158,"[1.4711046 1.3031996 1.2903877 1.6603823 1.2114377 1.351979  1.2969064
 1.232306  1.3130822 1.5673108 1.5440059 1.5858692 1.4749703 1.8722391
 1.2931865 1.4303925]","[0.7637779  0.7600531  0.75722283 0.76006    0.74692404 0.7580768
 0.7652034  0.7645215  0.75852674 0.7536205  0.76076573 0.7415487
 0.75259095 0.77112114 0.742938   0.7620548 ]","[-0.2289357  -0.22503781 -0.2230271  -0.22316384 -0.22867945 -0.21769576
 -0.22683047 -0.2282412  -0.22688797 -0.22549124 -0.22885492 -0.22557943
 -0.22734816 -0.22671361 -0.22231297 -0.22140263]","[1.7000403 1.5282375 1.5134149 1.8835461 1.4401171 1.5696747 1.5237368
 1.4605472 1.5399702 1.7928021 1.7728608 1.8114486 1.7023185 2.0989528
 1.5154995 1.6517951]"
8,0.9624158,"[1.6913034 1.7105852 1.2477287 1.5634722 1.2658658 1.2953472 1.30675
 1.3978426 1.7874305 2.2274246 1.6531372 1.2071149 1.7063426 1.0340817
 1.5380614 1.4328866]","[0.7550633  0.761984   0.7606381  0.75714475 0.74989325 0.75703806
 0.75482357 0.7524524  0.75462556 0.7819462  0.76380795 0.7477156
 0.75326455 0.7580827  0.7621511  0.7430734 ]","[-0.22625344 -0.22735992 -0.22665823 -0.2210739  -0.22729562 -0.22489563
 -0.22962947 -0.22147365 -0.21959046 -0.22700353 -0.22177124 -0.22891803
 -0.22120419 -0.22480054 -0.22467709 -0.21827197]","[1.9175568 1.9379451 1.4743869 1.784546  1.4931614 1.5202428 1.5363796
 1.6193163 2.007021  2.4544282 1.8749084 1.436033  1.9275467 1.2588823
 1.7627385 1.6511586]"
9,0.9624158,"[1.4781247 1.2894834 1.4559567 1.4460112 1.6304821 1.5815005 1.6213497
 1.4768986 1.2758616 2.0113075 1.3470641 1.470945  1.2087837 1.4893178
 1.1308671 1.4689811]","[0.7549018  0.7625391  0.75179446 0.75899976 0.7555089  0.7632262
 0.75813156 0.7566371  0.73936063 0.7635622  0.75577086 0.7293921
 0.75070834 0.74130434 0.73583114 0.7621588 ]","[-0.22638376 -0.2233697  -0.21474539 -0.22768457 -0.22180572 -0.23713899
 -0.21578205 -0.2249877  -0.22694479 -0.23113585 -0.22428408 -0.21969831
 -0.21993935 -0.22143643 -0.21929228 -0.23111556]","[1.7045085 1.5128531 1.6707021 1.6736958 1.8522878 1.8186395 1.8371317
 1.7018863 1.5028064 2.2424433 1.5713482 1.6906433 1.4287231 1.7107542
 1.3501594 1.7000967]"
